Logger setup
17785	10	100632.476562	281.94	-10.313988	-0.007069	-0.295759	0.000000	-0.002128	-0.004257	0.00	0.02	-2.02	0.41	0.50	54.80	0	0	0	0	0
22799	10	100646.570312	281.96	-10.325000	-0.003571	-0.346429	0.012771	-0.008514	0.003193	0.00	0.01	-0.43	0.12	0.50	53.68	0	0	0	0	0
27812	10	100631.914062	281.98	-10.295089	0.014286	-0.400893	0.013835	-0.006385	-0.001064	0.00	0.01	1.04	1.30	0.48	54.84	0	0	0	0	0
32829	10	100650.843750	282.00	-10.282738	-0.056845	-0.325149	0.011706	-0.006385	0.000000	0.00	0.02	-0.87	-0.63	0.50	53.34	0	0	0	0	0
37840	10	100634.625000	282.02	-10.279465	0.017039	-0.366816	0.010642	-0.005321	-0.001064	0.00	0.02	0.70	0.81	0.48	54.63	0	0	0	0	0
42852	10	100640.906250	282.03	-10.284077	0.000000	-0.349405	0.007450	0.000000	0.005321	0.00	0.01	-0.20	-0.31	0.49	54.13	0	0	0	0	0
47871	10	100650.000000	282.04	-10.292601	-0.008992	-0.382370	0.021285	-0.003193	0.008514	0.00	0.02	-0.82	-0.43	0.50	53.41	0	0	0	0	0
52890	10	100644.414062	282.06	-10.332401	-0.017394	-0.411262	0.013835	-0.006385	0.005321	0.00	0.01	-0.08	0.04	0.51	53.85	0	0	0	0	0
57903	10	100631.906250	282.08	-10.318545	0.015625	-0.383992	0.010642	-0.006385	0.001064	0.00	0.01	0.37	0.51	0.50	54.84	0	0	0	0	0
62916	10	100652.226562	282.10	-10.302456	0.000446	-0.354911	0.010642	-0.005321	0.001064	0.00	0.02	-0.96	-0.60	0.51	53.23	0	0	0	0	0
67933	10	100635.476562	282.11	-10.254465	0.033855	-0.419643	0.009578	-0.007450	0.002128	0.00	0.01	0.62	0.78	0.48	54.56	0	0	0	0	0
72953	10	100629.578125	282.13	-10.321578	0.007069	-0.324628	0.012771	-0.005321	0.000000	0.00	0.01	0.73	0.80	0.51	55.03	0	0	0	0	0
77966	10	100629.968750	282.13	-10.315774	0.002678	-0.416741	0.011706	-0.006385	0.003193	0.00	0.01	0.94	0.94	0.49	55.00	0	0	0	0	0
82979	10	100625.257812	282.15	-10.304018	-0.011533	-0.372991	0.188368	-0.223487	0.134092	0.00	0.02	1.27	1.42	0.49	55.37	0	0	0	0	0
