timestamp_ms,baro_temp_k,baro_pressure_pa,imu_acceleration_x_mss,imu_acceleration_y_mss,imu_acceleration_z_mss
"992,204",282.100,"94,050",6.460938,1.804688,-11.945313
"992,219",282.100,"94,044",6.984375,0.242188,-10.375000
"992,234",282.094,"94,054",6.492188,-0.789063,-7.171875
"992,250",282.094,"94,060",6.929688,-0.562500,-6.109375
"992,265",282.094,"94,060",6.890625,-0.937500,-6.328125
"992,281",282.100,"94,062",5.281250,0.015625,-4.460938
"992,296",282.100,"94,068",5.375000,0.117188,-4.500000
"992,312",282.100,"94,068",5.781250,0.578125,-5.062500
"992,327",282.100,"94,078",7.117188,1.281250,-6.851563
"992,343",282.100,"94,095",5.984375,2.062500,-6.929688
"992,358",282.089,"94,116",5.085938,2.718750,-8.023438
"992,374",282.094,"94,094",4.179688,2.976563,-8.468750
"992,389",282.089,"94,087",2.562500,2.812500,-7.585938
"992,404",282.094,"94,094",1.421875,2.109375,-6.804688
"992,420",282.094,"94,094",0.617188,1.843750,-6.562500
"992,435",282.089,"94,075",-0.476563,1.515625,-5.695313
"992,451",282.100,"94,068",-1.304688,0.968750,-5.523438
"992,466",282.094,"94,043",-2.273438,0.054688,-5.046875
"992,482",282.089,"94,035",-3.070313,0.367188,-6.789063
"992,497",282.094,"94,060",-4.125000,0.054688,-6.406250
"992,513",282.083,"94,051",-4.992188,-0.015625,-7.648438
"992,528",282.089,"94,052",-7.203125,0.312500,-9.023438
"992,543",282.083,"94,079",-8.484375,-1.515625,-10.335938
"992,559",282.089,"94,059",-9.078125,-3.109375,-11.390625
"992,574",282.089,"94,098",-8.515625,-6.062500,-12.539063
"992,590",282.083,"94,046",-6.718750,-7.945313,-12.757813
"992,605",282.094,"94,071",-5.585938,-8.234375,-12.914063
"992,621",282.094,"94,042",-2.984375,-7.968750,-12.320313
"992,636",282.089,"94,052",-1.710938,-8.515625,-13.023438
"992,652",282.089,"94,059",-0.304688,-8.515625,-13.125000
"992,667",282.089,"94,092",1.304688,-7.523438,-12.820313
"992,682",282.089,"94,076",2.476563,-6.429688,-12.226563
"992,698",282.094,"94,111",3.320313,-4.367188,-11.593750
"992,713",282.083,"94,120",5.031250,-2.851563,-11.531250
"992,729",282.089,"94,127",5.484375,-0.820313,-10.796875
"992,744",282.089,"94,116",5.750000,1.445313,-10.671875
"992,760",282.089,"94,115",5.804688,3.156250,-11.359375
"992,775",282.089,"94,144",4.664063,5.882813,-11.406250
"992,791",282.089,"94,138",3.015625,8.000000,-11.710938
"992,806",282.094,"94,123",1.921875,8.109375,-11.765625
"992,821",282.094,"94,122",0.335938,8.945313,-11.648438
"992,837",282.094,"94,128",-1.585938,11.343750,-12.757813
"992,852",282.094,"94,139",-4.179688,13.109375,-14.140625
"992,868",282.094,"94,140",-6.296875,14.617188,-15.414063
"992,883",282.094,"94,163",-7.750000,14.570313,-14.968750
"992,899",282.100,"94,159",-6.328125,11.882813,-12.359375
"992,914",282.089,"94,138",-2.937500,7.164063,-7.445313
"992,930",282.094,"94,157",-5.101563,9.703125,-9.960938
"992,945",282.100,"94,152",-6.507813,11.296875,-11.554688
"992,960",282.094,"94,157",-2.117188,5.703125,-6.093750
"992,975",282.094,"94,151",-1.265625,5.382813,-6.000000
"992,990",282.100,"94,164",0.312500,3.085938,-3.562500
"993,006",282.089,"94,167",0.867188,2.320313,-2.125000
"993,021",282.089,"94,167",1.390625,2.210938,-1.726563
"993,037",282.100,"94,170",1.921875,2.023438,-1.695313
"993,052",282.100,"94,176",2.640625,1.492188,-2.140625
"993,068",282.094,"94,163",3.296875,0.687500,-2.062500
"993,083",282.094,"94,196",3.679688,0.328125,-1.906250
"993,099",282.094,"94,169",5.523438,-1.804688,-4.750000
"993,114",282.100,"94,181",6.648438,-3.187500,-6.578125
"993,129",282.094,"94,174",6.867188,-5.250000,-8.023438
"993,145",282.089,"94,166",8.781250,-10.500000,-12.929688
"993,160",282.089,"94,178",6.656250,-9.453125,-10.976563
"993,176",282.094,"94,196",5.421875,-11.257813,-12.273438
"993,191",282.094,"94,174",4.500000,-9.585938,-11.820313
"993,207",282.094,"94,180",5.156250,-11.851563,-12.890625
"993,222",282.094,"94,202",6.726563,-13.664063,-13.812500
"993,238",282.089,"94,190",8.578125,-14.578125,-13.562500
"993,253",282.094,"94,214",9.820313,-14.453125,-12.976563
"993,268",282.094,"94,214",9.328125,-11.414063,-11.078125
"993,284",282.100,"94,209",9.796875,-10.914063,-11.046875
"993,299",282.100,"94,232",9.492188,-10.585938,-9.554688
"993,315",282.094,"94,231",10.937500,-11.187500,-9.875000
"993,330",282.100,"94,238",8.695313,-8.031250,-7.484375
"993,346",282.094,"94,214",6.843750,-8.234375,-8.804688
"993,361",282.094,"94,249",3.789063,-7.304688,-8.132813
"993,377",282.094,"94,242",0.398438,-7.539063,-8.429688
"993,392",282.094,"94,249",-2.296875,-8.265625,-7.742188
"993,407",282.094,"94,226",-4.195313,-8.093750,-7.273438
"993,423",282.094,"94,236",-5.507813,-9.851563,-7.906250
"993,438",282.089,"94,212",-6.492188,-15.820313,-8.640625
"993,454",282.089,"94,218",-2.453125,-18.625000,-9.109375
"993,469",282.094,"94,197",0.062500,-18.335938,-9.210938
"993,485",282.100,"94,232",3.195313,-20.218750,-10.195313
"993,500",282.083,"94,170",8.765625,-20.007813,-11.500000
"993,516",282.089,"94,235",12.757813,-18.335938,-11.476563
"993,531",282.100,"94,232",14.664063,-12.328125,-10.820313
"993,546",282.094,"94,260",14.476563,-6.093750,-10.218750
"993,562",282.100,"94,255",9.929688,2.695313,-9.859375
"993,577",282.094,"94,271",1.664063,7.843750,-9.140625
"993,593",282.094,"94,271",-4.921875,11.109375,-9.890625
"993,608",282.094,"94,306",-12.023438,11.562500,-9.953125
"993,624",282.089,"94,310",-17.109375,6.359375,-7.265625
"993,639",282.100,"94,306",-17.656250,3.195313,-5.570313
"993,655",282.100,"94,289",-21.070313,0.773438,-5.148438
"993,670",282.094,"94,283",-17.437500,-1.132813,-3.484375
"993,686",282.089,"94,258",-15.953125,-5.234375,-6.859375
"993,701",282.094,"94,277",-8.914063,-4.843750,-5.695313
"993,716",282.100,"94,278",-4.703125,-4.140625,-3.960938
"993,732",282.094,"94,253",-4.234375,-4.031250,-4.203125
"993,747",282.094,"94,282",-5.710938,-3.601563,-3.984375
"993,763",282.089,"94,263",-8.718750,-3.109375,-5.703125
"993,778",282.089,"94,258",-8.421875,-2.671875,-0.648438
"993,794",282.100,"94,306",-14.804688,-2.585938,-5.015625
"993,809",282.094,"94,289",-21.906250,-2.671875,-6.882813
"993,825",282.089,"94,292",-35.289063,1.906250,-9.820313
"993,840",282.100,"94,273",-11.468750,0.921875,0.000000
"993,855",282.100,"94,307",-13.718750,1.195313,-0.148438
"994,353",282.028,"94,425",-4.054688,18.703125,-0.523438
"994,368",282.033,"94,421",-4.679688,17.531250,-0.164063
"994,390",282.033,"94,439",-3.632813,13.671875,1.085938
"994,405",282.039,"94,405",-2.859375,9.796875,1.875000
"994,421",282.039,"94,422",-4.226563,8.945313,1.179688
"994,436",282.039,"94,412",-2.929688,7.000000,-0.757813
"994,452",282.044,"94,413",-6.460938,3.179688,-6.781250
"994,467",282.044,"94,419",-3.718750,0.757813,-9.304688
"994,482",282.056,"94,422",2.429688,-3.492188,-10.539063
"994,498",282.050,"94,416",8.359375,-8.664063,-10.085938
"994,513",282.050,"94,426",14.007813,-14.726563,-11.796875
"994,529",282.056,"94,422",14.242188,-16.242188,-10.328125
"994,544",282.050,"94,421",16.343750,-17.898438,-9.796875
"994,560",282.061,"94,431",17.648438,-19.078125,-10.585938
"994,575",282.067,"94,426",21.375000,-16.148438,-11.601563
"994,591",282.061,"94,436",21.468750,-10.648438,-11.203125
"994,606",282.061,"94,431",18.203125,-2.984375,-8.875000
"994,621",282.061,"94,425",6.289063,0.429688,-4.929688
"994,637",282.061,"94,431",-3.171875,-4.421875,-0.773438
"994,652",282.067,"94,461",-2.687500,-3.039063,-1.375000
"994,668",282.067,"94,478",-3.867188,-2.593750,-0.726563
"994,683",282.072,"94,479",-4.960938,-2.570313,-0.648438
"994,699",282.072,"94,463",-6.664063,-3.351563,-0.695313
"994,714",282.072,"94,457",-8.125000,-3.789063,-1.062500
"994,730",282.067,"94,439",-8.640625,-5.789063,-1.273438
"994,745",282.072,"94,440",-10.468750,-8.304688,-2.593750
"994,761",282.067,"94,404",-12.109375,-11.609375,-5.203125
"994,776",282.083,"94,426",-11.906250,-12.648438,-6.656250
"994,791",282.072,"94,479",-6.968750,-9.437500,-3.234375
"994,807",282.078,"94,442",-6.390625,-17.093750,-5.000000
"994,822",282.072,"94,424",2.484375,-29.671875,-6.851563
"994,838",282.078,"94,426",12.328125,-28.968750,-6.664063
"994,853",282.072,"94,464",18.148438,-21.828125,-5.117188
"994,869",282.083,"94,444",12.679688,-10.640625,-1.765625
"994,884",282.083,"94,461",11.015625,-4.312500,-1.945313
"994,900",282.083,"94,478",0.789063,0.625000,-1.312500
"994,915",282.078,"94,483",-5.195313,0.539063,-3.812500
"994,930",282.083,"94,496",-11.367188,-0.765625,-6.773438
"994,946",282.083,"94,485",-15.710938,-1.304688,-10.828125
"994,961",282.083,"94,472",-20.070313,-1.710938,-12.851563
"994,977",282.078,"94,500",-9.601563,-7.164063,0.406250
"994,992",282.089,"94,474",-8.453125,-10.007813,-3.671875
"995,008",282.089,"94,486",-3.140625,-4.234375,-1.390625
"995,023",282.083,"94,529",-1.890625,5.828125,-7.390625
"995,039",282.083,"94,553",-16.687500,14.593750,-6.664063
"995,054",282.083,"94,536",-28.296875,16.343750,-8.789063
"995,069",282.094,"94,527",-29.453125,9.140625,-6.109375
"995,085",282.089,"94,527",-27.585938,5.062500,-6.492188
"995,100",282.094,"94,505",-30.000000,0.609375,-7.828125
"995,116",282.089,"94,503",-30.882813,1.734375,-8.468750
"995,131",282.089,"94,481",-28.960938,-0.312500,-7.414063
"995,147",282.094,"94,487",-17.398438,0.023438,-4.031250
"995,162",282.094,"94,499",-25.945313,-3.187500,-7.015625
"995,178",282.100,"94,518",-13.492188,2.195313,-2.750000
"995,193",282.089,"94,520",-11.632813,0.421875,-2.351563
"995,208",282.094,"94,522",-10.804688,2.125000,-1.601563
"995,224",282.083,"94,542",-7.140625,0.718750,-0.453125
"995,239",282.094,"94,540",-4.468750,1.546875,0.398438
"995,255",282.089,"94,561",-4.203125,2.453125,0.351563
"995,270",282.094,"94,579",-3.648438,5.046875,0.000000
"995,286",282.094,"94,624",-6.078125,6.210938,-0.109375
"995,301",282.094,"94,607",-3.515625,6.406250,-0.023438
"995,317",282.094,"94,619",-2.335938,4.750000,0.117188
"995,332",282.089,"94,640",-1.515625,4.679688,0.000000
"995,348",282.083,"94,639",-0.046875,5.492188,-0.242188
"995,363",282.089,"94,652",0.453125,4.820313,-0.226563
"995,378",282.089,"94,634",0.945313,3.906250,-0.070313
"995,394",282.089,"94,611",2.320313,4.328125,-0.210938
"995,409",282.083,"94,628",4.031250,4.351563,-0.460938
"995,425",282.083,"94,609",4.343750,4.554688,-0.843750
"995,440",282.089,"94,566",7.796875,5.757813,-1.984375
"995,456",282.089,"94,561",7.085938,5.171875,-2.210938
"995,471",282.089,"94,577",8.773438,6.406250,-4.132813
"995,487",282.083,"94,564",8.398438,3.476563,-3.257813
"995,502",282.078,"94,568",4.601563,2.609375,-0.687500
"995,517",282.094,"94,585",3.515625,2.460938,-0.046875
"995,533",282.083,"94,570",6.570313,4.460938,-1.468750
"995,548",282.089,"94,554",15.234375,6.593750,-4.640625
"995,564",282.083,"94,569",8.789063,1.828125,-2.703125
"995,579",282.083,"94,559",16.476563,4.289063,-6.867188
"995,595",282.083,"94,563",24.523438,5.710938,-12.289063
"995,610",282.078,"94,568",18.554688,4.203125,-10.242188
"995,626",282.083,"94,610",8.156250,2.109375,-4.484375
"995,641",282.083,"94,626",6.085938,2.289063,-3.820313
"995,656",282.083,"94,598",3.218750,3.539063,-4.906250
"995,672",282.078,"94,607",4.242188,4.609375,-8.804688
"995,687",282.078,"94,614",2.859375,0.890625,-5.109375
"995,703",282.083,"94,650",-0.109375,2.609375,-8.656250
"995,718",282.078,"94,654",4.054688,-1.789063,-9.492188
"995,734",282.083,"94,626",3.640625,-4.460938,-8.703125
"995,749",282.078,"94,654",2.593750,-3.546875,-8.015625
"995,765",282.078,"94,659",3.531250,-6.867188,-9.796875
"995,780",282.083,"94,643",1.148438,-3.140625,-5.312500
"995,795",282.083,"94,649",1.289063,-2.242188,-3.789063
"995,811",282.083,"94,661",1.101563,-1.179688,-3.101563
"995,826",282.083,"94,655",2.328125,-0.578125,-6.437500
"995,842",282.078,"94,642",3.781250,4.656250,-9.742188
"995,857",282.078,"94,660",-1.671875,11.257813,-11.656250
"995,873",282.078,"94,642",-6.187500,13.515625,-11.054688
"995,888",282.083,"94,662",-6.468750,10.781250,-9.859375
"995,904",282.083,"94,660",-8.281250,4.992188,-6.835938
"995,919",282.083,"94,655",-11.085938,5.367188,-7.593750
"995,935",282.078,"94,653",-10.671875,3.445313,-6.945313
"995,950",282.078,"94,670",-11.046875,1.531250,-6.734375
"995,965",282.083,"94,673",-8.117188,-0.265625,-5.007813
"995,981",282.083,"94,696",-7.781250,-0.750000,-4.617188
"995,996",282.083,"94,700",-5.382813,-1.226563,-3.250000
"996,012",282.078,"94,682",-3.703125,-1.281250,-2.328125
"996,027",282.078,"94,676",-2.335938,-0.914063,-1.609375
"996,043",282.078,"94,688",-5.062500,-1.015625,-4.156250
"996,058",282.083,"94,702",-5.125000,-1.132813,-5.054688
"996,074",282.089,"94,697",-5.945313,-1.445313,-6.984375
"996,089",282.089,"94,698",-4.687500,-0.968750,-12.453125
"996,104",282.078,"94,727",-2.242188,-10.437500,-13.593750
"996,120",282.078,"94,705",-9.546875,-5.414063,-15.398438
"996,135",282.089,"94,709",-5.539063,-2.054688,-8.679688
"996,151",282.078,"94,694",-5.023438,0.554688,-8.937500
"996,166",282.083,"94,695",-5.953125,4.109375,-12.085938
"996,182",282.094,"94,710",-3.953125,5.843750,-8.960938
"996,197",282.083,"94,690",-0.968750,8.007813,-7.164063
"996,213",282.083,"94,730",3.632813,5.726563,-10.226563
"996,228",282.083,"94,724",1.007813,8.156250,-10.640625
"996,243",282.083,"94,717",1.882813,9.882813,-10.914063
"996,259",282.083,"94,730",2.734375,14.320313,-12.593750
"996,274",282.089,"94,726",3.609375,12.726563,-10.015625
"996,290",282.089,"94,738",3.750000,10.687500,-8.054688
"996,305",282.083,"94,748",3.304688,11.390625,-6.382813
"996,321",282.083,"94,723",7.906250,8.632813,-6.218750
"996,336",282.094,"94,722",4.632813,5.523438,-5.125000
"996,352",282.083,"94,765",2.992188,4.976563,-4.343750
"996,367",282.083,"94,770",2.546875,4.593750,-3.625000
"996,382",282.078,"94,774",2.101563,4.453125,-3.625000
"996,398",282.078,"94,767",2.296875,6.046875,-5.164063
"996,413",282.089,"94,777",2.523438,9.234375,-7.375000
"996,429",282.083,"94,776",3.742188,12.976563,-9.718750
"996,444",282.089,"94,771",3.437500,12.000000,-9.843750
"996,460",282.078,"94,797",0.609375,13.429688,-9.882813
"996,475",282.078,"94,797",1.734375,12.921875,-12.085938
"996,491",282.078,"94,756",-2.757813,9.328125,-11.234375
"996,506",282.089,"94,806",-3.507813,7.007813,-11.101563
"996,522",282.072,"94,789",-5.007813,6.578125,-10.515625
"996,537",282.078,"94,791",-3.828125,4.703125,-6.554688
"996,552",282.083,"94,775",-3.914063,5.632813,-6.257813
"996,568",282.078,"94,784",1.476563,5.742188,-6.351563
"996,583",282.089,"94,817",3.531250,4.890625,-7.484375
"996,599",282.083,"94,775",4.476563,2.140625,-5.578125
"996,614",282.089,"94,806",10.046875,0.414063,-10.078125
"996,630",282.078,"94,791",9.656250,-6.398438,-9.734375
"996,645",282.083,"94,787",9.046875,-5.804688,-9.664063
"996,661",282.083,"94,786",10.421875,-5.601563,-11.210938
"996,676",282.089,"94,806",10.164063,-1.453125,-12.687500
"996,691",282.083,"94,822",12.000000,0.695313,-12.414063
"996,707",282.083,"94,786",12.328125,3.968750,-12.343750
"996,722",282.089,"94,828",8.843750,3.937500,-9.289063
"996,738",282.078,"94,825",7.265625,4.625000,-7.789063
"996,753",282.078,"94,808",5.195313,4.093750,-6.562500
"996,769",282.078,"94,842",2.382813,3.617188,-5.976563
"996,784",282.078,"94,831",-1.375000,2.523438,-4.679688
"996,800",282.078,"94,871",-4.171875,1.351563,-3.812500
"996,815",282.089,"94,840",-5.734375,0.664063,-4.164063
"996,830",282.083,"94,837",-9.179688,-0.437500,-5.515625
"996,846",282.078,"94,791",-9.296875,-2.921875,-4.250000
"996,861",282.078,"94,791",-8.710938,-5.156250,-3.640625
"996,877",282.083,"94,804",-8.945313,-6.812500,-4.484375
"996,892",282.083,"94,803",-8.359375,-7.539063,-4.843750
"996,908",282.083,"94,799",-8.820313,-9.414063,-5.429688
"996,923",282.083,"94,816",-9.734375,-8.742188,-5.578125
"996,939",282.083,"94,850",-8.023438,-7.007813,-4.312500
"996,954",282.083,"94,850",-5.328125,-5.640625,-2.492188
"996,969",282.083,"94,861",-4.242188,-5.281250,-1.882813
"996,985",282.083,"94,862",-3.843750,-5.906250,-3.117188
"997,000",282.083,"94,832",-3.109375,-6.390625,-4.226563
"997,016",282.083,"94,850",-1.898438,-8.906250,-7.492188
"997,031",282.083,"94,855",-0.531250,-9.703125,-8.968750
"997,047",282.089,"94,874",9.039063,-15.132813,-11.835938
"997,062",282.083,"94,890",4.570313,-16.054688,-9.140625
"997,078",282.089,"94,903",5.406250,-17.335938,-12.070313
"997,093",282.089,"94,891",1.648438,-17.000000,-11.179688
"997,109",282.083,"94,890",0.164063,-18.375000,-11.765625
"997,124",282.089,"94,903",-0.187500,-16.734375,-10.687500
"997,139",282.089,"94,920",-1.968750,-16.070313,-11.664063
"997,155",282.083,"94,907",-1.734375,-18.187500,-15.406250
"997,170",282.083,"94,907",-3.171875,-17.492188,-17.148438
"997,186",282.089,"94,892",0.953125,-16.796875,-20.367188
"997,201",282.078,"94,916",9.000000,-20.765625,-22.804688
"997,217",282.083,"94,919",6.523438,-15.632813,-13.867188
"997,232",282.094,"94,928",6.671875,-14.156250,-13.031250
"997,248",282.089,"94,932",8.531250,-12.929688,-14.320313
"997,263",282.083,"94,919",7.289063,-11.539063,-14.757813
"997,278",282.083,"94,918",4.179688,-10.765625,-13.453125
"997,294",282.094,"94,916",-2.593750,-9.453125,-9.203125
"997,309",282.094,"94,922",-5.195313,-3.617188,-15.375000
"997,325",282.078,"94,934",-10.843750,-7.851563,-6.812500
"997,340",282.083,"94,923",-11.179688,-9.515625,-4.671875
"997,356",282.083,"94,941",-10.328125,-7.210938,-7.148438
"997,371",282.094,"94,956",-10.335938,-4.242188,-7.757813
"997,387",282.089,"94,938",-9.632813,-5.882813,-4.281250
"997,402",282.094,"94,934",-11.390625,-8.484375,-1.445313
"997,417",282.089,"94,915",-10.750000,-10.953125,-0.148438
"997,433",282.094,"94,927",-10.179688,-14.125000,-1.382813
"997,448",282.089,"94,915",-7.671875,-21.546875,-11.742188
"997,464",282.083,"94,942",6.265625,-37.335938,-23.812500
"997,479",282.094,"94,934",11.796875,-24.617188,-21.109375
"997,495",282.094,"94,951",2.437500,-16.359375,-14.921875
"997,510",282.094,"94,968",-6.632813,-10.921875,-11.921875
"997,526",282.094,"94,967",-13.460938,-7.859375,-11.703125
"997,541",282.094,"94,967",-20.914063,-5.226563,-14.367188
"997,556",282.094,"94,996",-20.382813,-8.273438,-7.890625
"997,572",282.094,"94,990",-18.710938,-12.804688,-5.921875
"997,587",282.089,"94,977",-17.734375,-15.546875,-2.742188
"997,603",282.089,"94,949",-14.648438,-17.976563,0.945313
"997,618",282.094,"94,922",-13.343750,-17.867188,2.117188
"997,634",282.094,"94,950",-12.367188,-18.265625,0.742188
"997,649",282.094,"94,968",-14.359375,-19.960938,-5.945313
"997,665",282.100,"94,969",-11.570313,-20.750000,-8.226563
"997,680",282.094,"94,968",-6.734375,-15.156250,-0.328125
"997,695",282.089,"94,972",-6.195313,-13.109375,-0.367188
"997,711",282.100,"95,009",-6.625000,-11.218750,-1.046875
"997,726",282.089,"94,972",-7.445313,-10.140625,-1.179688
"997,742",282.089,"95,000",-7.960938,-10.164063,-0.179688
"997,757",282.100,"95,031",-9.523438,-7.289063,0.148438
"997,773",282.094,"95,065",-13.429688,-5.125000,-0.492188
"997,788",282.089,"95,051",-19.101563,-7.703125,-0.671875
"997,804",282.100,"94,981",-39.484375,-13.117188,-3.812500
"997,819",282.089,"94,972",-48.460938,-9.062500,-7.562500
"997,835",282.100,"94,959",-49.875000,-8.773438,-11.578125
"997,850",282.100,"94,991",-35.976563,-8.843750,-10.531250
"997,865",282.100,"94,940",-23.882813,-10.359375,-9.500000
"997,881",282.100,"94,952",-12.656250,-8.687500,-6.257813
"997,896",282.089,"94,978",-10.625000,-8.804688,-8.085938
"997,912",282.094,"94,984",-6.312500,-8.601563,-5.851563
"997,927",282.094,"95,047",-6.140625,-5.710938,-4.328125
"997,943",282.094,"95,064",-3.156250,-7.929688,-4.914063
"997,958",282.089,"95,023",-1.007813,-8.921875,-2.914063
"997,974",282.089,"95,063",-10.070313,-7.289063,-6.203125
"997,989",282.083,"95,044",-8.703125,-3.835938,-4.726563
"998,004",282.094,"95,053",-7.000000,-0.179688,-3.960938
"998,020",282.089,"95,057",-5.296875,5.101563,-8.453125
"998,035",282.089,"95,080",-2.046875,10.937500,-15.554688
"998,051",282.094,"95,064",4.187500,9.851563,-16.460938
"998,066",282.083,"95,066",0.710938,3.539063,-7.562500
"998,082",282.083,"95,067",0.468750,4.921875,-5.859375
"998,097",282.089,"95,075",1.226563,3.453125,-2.914063
"998,113",282.083,"95,072",2.500000,3.726563,-2.625000
"998,128",282.083,"95,096",4.132813,4.335938,-3.078125
"998,143",282.078,"95,088",5.937500,4.109375,-3.218750
"998,159",282.083,"95,095",10.500000,5.578125,-5.828125
"998,174",282.083,"95,095",16.679688,7.726563,-9.156250
"998,190",282.083,"95,095",10.843750,2.484375,-5.937500
"998,205",282.083,"95,083",5.867188,1.593750,-3.851563
"998,221",282.078,"95,116",5.523438,3.898438,-5.085938
"998,236",282.078,"95,105",6.781250,5.789063,-6.390625
"998,252",282.072,"95,103",1.875000,2.320313,-2.890625
"998,267",282.078,"95,110",1.093750,1.468750,-2.468750
"998,282",282.072,"95,120",1.726563,4.023438,-3.781250
"998,298",282.078,"95,121",3.968750,13.960938,-10.039063
"998,313",282.078,"95,110",3.976563,16.187500,-11.539063
"998,329",282.078,"95,115",-2.320313,12.375000,-13.773438
"998,344",282.072,"95,119",-2.000000,18.882813,-12.742188
"998,360",282.072,"95,136",-3.421875,13.304688,-11.023438
"998,375",282.072,"95,131",-3.429688,6.976563,-6.937500
"998,391",282.078,"95,138",-3.320313,5.710938,-6.859375
"998,406",282.072,"95,137",-4.429688,6.726563,-10.703125
"998,422",282.072,"95,154",1.796875,6.601563,-11.687500
"998,437",282.067,"95,146",-0.375000,0.335938,-8.429688
"998,452",282.072,"95,136",2.679688,1.242188,-7.218750
"998,468",282.072,"95,137",5.546875,0.453125,-9.515625
"998,483",282.072,"95,130",8.257813,-1.062500,-8.789063
"998,499",282.067,"95,129",9.820313,-1.000000,-7.484375
"998,514",282.072,"95,148",11.671875,0.015625,-7.617188
"998,530",282.072,"95,153",12.835938,3.585938,-7.179688
"998,545",282.072,"95,170",12.804688,3.304688,-6.242188
"998,561",282.072,"95,159",9.742188,4.234375,-6.007813
"998,576",282.067,"95,157",9.414063,5.898438,-6.234375
"998,591",282.072,"95,164",8.054688,10.187500,-6.789063
"998,607",282.067,"95,169",3.375000,12.281250,-5.984375
"998,622",282.067,"95,209",0.148438,10.875000,-4.796875
"998,638",282.067,"95,237",-4.648438,15.414063,-6.203125
"998,653",282.067,"95,272",-7.976563,11.125000,-4.726563
"998,669",282.067,"95,248",-11.226563,8.085938,-3.437500
"998,684",282.072,"95,216",-14.554688,11.453125,-5.265625
"998,700",282.067,"95,221",-21.078125,11.773438,-7.304688
"998,715",282.072,"95,210",-25.625000,12.226563,-8.007813
"998,730",282.067,"95,209",-17.585938,10.492188,-6.679688
"998,746",282.067,"95,198",-13.828125,4.789063,-4.515625
"998,761",282.067,"95,197",-13.609375,3.867188,-4.273438
"998,777",282.072,"95,199",-11.851563,3.164063,-3.304688
"998,792",282.067,"95,203",-11.539063,3.164063,-2.507813
"998,808",282.061,"95,230",-10.101563,3.695313,-1.992188
"998,823",282.067,"95,255",-8.023438,3.320313,-0.796875
"998,839",282.067,"95,226",-7.359375,3.820313,-0.421875
"998,854",282.067,"95,221",-5.117188,3.593750,1.320313
"998,869",282.072,"95,227",-3.031250,3.062500,1.945313
"998,885",282.061,"95,259",-2.242188,4.539063,-1.125000
"998,900",282.061,"95,247",0.281250,7.960938,-10.031250
"998,916",282.056,"95,240",18.859375,19.601563,-14.046875
"998,931",282.072,"95,267",25.078125,-1.125000,-15.679688
"998,947",282.056,"95,229",17.953125,-3.140625,-20.132813
"998,962",282.061,"95,235",13.898438,-2.414063,-23.132813
"998,978",282.072,"95,244",5.156250,-0.515625,-5.445313
"998,993",282.061,"95,269",5.226563,-0.742188,-5.476563
"999,009",282.067,"95,243",3.984375,0.109375,-4.289063
"999,024",282.072,"95,250",3.578125,2.226563,-4.359375
"999,039",282.067,"95,255",4.140625,2.937500,-3.039063
"999,055",282.061,"95,269",5.773438,2.250000,-3.773438
"999,070",282.061,"95,287",4.625000,1.609375,-3.609375
"999,086",282.067,"95,283",4.039063,2.304688,-4.132813
"999,101",282.061,"95,264",5.140625,4.507813,-6.218750
"999,117",282.056,"95,303",4.726563,7.164063,-9.539063
"999,132",282.067,"95,300",-1.218750,3.054688,-4.179688
"999,148",282.061,"95,309",-3.343750,4.890625,-5.000000
"999,163",282.056,"95,285",-5.179688,6.898438,-7.125000
"999,178",282.061,"95,298",-9.046875,6.554688,-9.171875
"999,194",282.067,"95,282",-20.437500,9.007813,-11.593750
"999,209",282.056,"95,245",-21.265625,15.921875,-11.187500
"999,225",282.056,"95,274",-17.046875,18.468750,-12.695313
"999,240",282.067,"95,282",-12.468750,16.757813,-13.296875
"999,256",282.061,"95,287",-8.046875,12.671875,-13.070313
"999,271",282.061,"95,305",-5.484375,8.851563,-12.085938
"999,287",282.056,"95,297",-2.171875,4.937500,-10.921875
"999,302",282.056,"95,325",-7.546875,3.390625,-10.015625
"999,317",282.061,"95,304",-3.375000,5.515625,-8.398438
"999,333",282.056,"95,319",2.070313,5.171875,-6.343750
"999,348",282.061,"95,333",7.203125,4.531250,-10.015625
"999,364",282.061,"95,321",10.093750,0.414063,-11.171875
"999,379",282.061,"95,344",13.093750,-1.898438,-11.125000
"999,395",282.056,"95,326",11.101563,-3.085938,-8.765625
"999,410",282.061,"95,344",10.492188,-1.734375,-10.914063
"999,426",282.056,"95,336",7.515625,0.085938,-8.140625
"999,441",282.056,"95,325",8.039063,0.929688,-6.515625
"999,456",282.056,"95,326",9.015625,1.156250,-5.695313
"999,472",282.061,"95,332",3.664063,-0.507813,-3.148438
"999,487",282.056,"95,343",2.000000,0.351563,-2.562500
"999,503",282.056,"95,353",2.382813,1.453125,-3.031250
"999,518",282.061,"95,349",3.257813,3.601563,-3.906250
"999,534",282.056,"95,383",6.984375,3.328125,-7.546875
"999,549",282.061,"95,378",-0.062500,2.312500,-4.476563
"999,565",282.061,"95,366",-2.710938,6.359375,-6.117188
"999,580",282.061,"95,373",-6.445313,7.054688,-9.781250
"999,596",282.056,"95,365",-12.765625,6.929688,-9.507813
"999,611",282.056,"95,359",-15.734375,7.585938,-9.210938
"999,626",282.067,"95,392",-18.250000,9.906250,-9.609375
