timestampMs	pressurePa	barometerTemperatureK	accelerationMSS_x	accelerationMSS_y	accelerationMSS_z	velocityRadS_x	velocityRadS_y	velocityRadS_z	imuTemperatureK	batterVoltageV	altitudeM	velocityMS	accelerationMSS	unfilteredAltitudeM	flightState	drogueContinuity	drogueFired	mainContinuity	mainFired
10866156	86297.203125	283.56	2.983175	-0.632069	-0.823605	-0.660883	0.083009	0.051082	288.99	3.94	1206.84	105.71	-12.86	1312.737182	1	0	0	0	0
10866166	86279.000000	283.56	3.050212	-0.172382	-1.201889	-0.639599	0.084073	0.043633	289.19	3.94	1207.80	105.49	-12.86	1314.436035	1	0	0	0	0
10866176	86260.796875	283.56	3.222595	-0.320823	-0.368707	-0.647048	0.093651	0.042569	288.84	3.94	1208.94	105.44	-12.87	1316.135131	1	0	0	0	0
10866186	86242.593750	283.56	2.901772	-0.474051	-1.221042	-0.647048	0.098972	0.043633	288.99	3.94	1210.23	105.54	-12.86	1317.834472	1	0	0	0	0
10866196	86224.390625	283.56	2.877830	0.071826	-0.545877	-0.638535	0.111743	0.040440	288.89	3.94	1211.61	105.73	-12.84	1319.534179	1	0	0	0	0
10866206	86224.390625	283.56	3.035847	-0.402225	-0.311246	-0.641727	0.108550	0.040440	288.99	3.94	1212.65	105.59	-12.84	1319.534179	1	0	0	0	0
10866216	86224.390625	283.56	3.069366	-0.095768	-0.493205	-0.639599	0.121321	0.037247	288.99	3.94	1213.43	105.19	-12.84	1319.534179	1	0	0	0	0
10866226	86206.187500	283.56	2.782062	-0.258573	-0.397437	-0.639599	0.110679	0.030862	288.84	3.94	1214.44	105.02	-12.82	1321.234130	1	0	0	0	0
10866236	86169.765625	283.56	2.863465	-0.905008	-0.727837	-0.634278	0.129835	0.027669	288.89	3.94	1216.04	105.43	-12.81	1324.636352	1	0	0	0	0
10866246	86187.968750	283.56	2.892195	0.129286	-0.043095	-0.635342	0.117064	0.025541	288.84	3.94	1216.83	105.04	-12.79	1322.935791	1	0	0	0	0
10866256	86151.562500	283.56	3.002328	-0.742202	0.105344	-0.638535	0.123450	0.025541	288.99	3.94	1218.26	105.29	-12.80	1326.337158	1	0	0	0	0
10866266	86151.562500	283.56	2.561795	-0.311246	-0.584185	-0.632149	0.126642	0.017027	288.99	3.94	1219.34	105.19	-12.76	1326.337158	1	0	0	0	0
10866276	86151.562500	283.56	3.055001	-0.464475	0.057460	-0.633213	0.117064	0.019156	288.99	3.94	1220.14	104.82	-12.76	1326.337158	1	0	0	0	0
10866286	86115.156250	283.56	2.906560	-0.627280	0.732625	-0.623635	0.119193	0.012770	288.89	3.94	1221.60	105.09	-12.76	1329.739746	1	0	0	0	0
10866296	86115.156250	283.56	2.676717	-0.766144	-0.311246	-0.626828	0.129835	0.009578	288.99	3.94	1222.69	105.00	-12.73	1329.739746	1	0	0	0	0
10866306	86093.750000	283.55	2.801215	-0.521935	-0.205901	-0.626828	0.112807	0.008513	288.84	3.94	1224.01	105.14	-12.72	1331.740966	1	0	0	0	0
10866316	86096.953125	283.56	3.131615	-0.708683	0.718260	-0.625764	0.134092	0.001064	288.99	3.94	1224.92	104.88	-12.74	1331.441406	1	0	0	0	0
10866326	86115.156250	283.56	3.055001	-0.536301	0.507570	-0.624700	0.121321	-0.001064	288.89	3.94	1225.18	103.99	-12.75	1329.739746	1	0	0	0	0
10866336	86078.750000	283.56	2.863465	-0.148440	-0.330399	-0.620443	0.128771	-0.001064	289.19	3.94	1226.22	103.86	-12.74	1333.143432	1	0	0	0	0
10866346	86060.546875	283.56	2.576160	-0.967257	1.359906	-0.632149	0.133028	-0.005321	289.19	3.94	1227.42	103.89	-12.71	1334.845703	1	0	0	0	0
10866356	86060.546875	283.56	3.007117	-0.876277	0.383072	-0.624700	0.108550	-0.010642	289.19	3.94	1228.33	103.63	-12.72	1334.845703	1	0	0	0	0
10866366	86042.343750	283.56	2.906560	-0.047884	0.895431	-0.624700	0.120257	-0.012770	288.74	3.94	1229.43	103.57	-12.72	1336.548339	1	0	0	0	0
10866376	86042.343750	283.56	2.595314	-1.254561	0.727837	-0.632149	0.109615	-0.015963	289.09	3.94	1230.25	103.24	-12.69	1336.548339	1	0	0	0	0
10866386	86024.125000	283.56	2.743755	-0.009576	0.837970	-0.620443	0.101101	-0.022348	289.09	3.94	1231.30	103.12	-12.67	1338.252685	1	0	0	0	0
10866396	86005.921875	283.56	2.901772	-0.794874	0.876277	-0.630021	0.106422	-0.030862	288.99	3.94	1232.50	103.17	-12.68	1339.955810	1	0	0	0	0
10866406	85987.718750	283.56	2.724601	-0.713472	0.450109	-0.625764	0.100037	-0.035119	288.99	3.94	1233.83	103.33	-12.66	1341.659301	1	0	0	0	0
10866416	85987.718750	283.56	2.743755	0.306457	1.110909	-0.626828	0.097908	-0.032990	288.99	3.94	1234.83	103.18	-12.65	1341.659301	1	0	0	0	0
10866426	85987.718750	283.56	2.801215	-0.804451	0.330399	-0.631085	0.090459	-0.038312	288.99	3.94	1235.58	102.78	-12.65	1341.659301	1	0	0	0	0
10866436	85969.515625	283.56	2.643198	-0.043095	1.374271	-0.622571	0.085138	-0.041504	288.84	3.94	1236.57	102.61	-12.63	1343.363037	1	0	0	0	0
10866446	85969.515625	283.56	2.638410	0.119710	0.450109	-0.627892	0.087266	-0.040440	289.04	3.94	1237.30	102.21	-12.61	1343.363037	1	0	0	0	0
10866456	85933.109375	283.56	2.542642	-0.114921	1.043871	-0.633213	0.073431	-0.040440	288.99	3.94	1238.70	102.45	-12.58	1346.771362	1	0	0	0	0
10866466	85933.109375	283.56	2.600102	0.009576	0.943315	-0.637470	0.072367	-0.038312	288.89	3.94	1239.76	102.35	-12.57	1346.771362	1	0	0	0	0
10866476	85914.906250	283.56	2.734178	0.469263	1.139639	-0.630021	0.061725	-0.037247	288.99	3.94	1240.97	102.41	-12.56	1348.476074	1	0	0	0	0
10866486	85914.906250	283.56	2.801215	-0.383072	1.441309	-0.635342	0.064917	-0.037247	289.09	3.94	1241.89	102.18	-12.57	1348.476074	1	0	0	0	0
10866496	85896.703125	283.56	2.762908	-0.134075	0.861912	-0.631085	0.048954	-0.038312	288.89	3.94	1242.99	102.14	-12.57	1350.180908	1	0	0	0	0
10866506	85896.703125	283.56	2.796427	-0.502782	1.742978	-0.643856	0.048954	-0.040440	289.19	3.94	1243.83	101.83	-12.57	1350.180908	1	0	0	0	0
10866516	85878.500000	283.56	2.729389	0.076614	0.876277	-0.634278	0.039376	-0.044697	289.09	3.94	1244.87	101.73	-12.57	1351.886108	1	0	0	0	0
10866526	85878.500000	283.56	2.691082	0.660799	0.847547	-0.639599	0.018091	-0.035119	289.04	3.94	1245.66	101.38	-12.56	1351.886108	1	0	0	0	0
10866536	85860.281250	283.56	2.887407	-0.363918	1.422155	-0.632149	0.034055	-0.038312	288.99	3.94	1246.67	101.26	-12.57	1353.593139	1	0	0	0	0
10866546	85860.281250	283.56	2.552218	0.023942	0.339976	-0.638535	0.017027	-0.046825	289.38	3.94	1247.43	100.89	-12.55	1353.593139	1	0	0	0	0
10866556	85823.875000	283.56	2.466027	0.019153	1.067813	-0.635342	0.021284	-0.045761	288.84	3.94	1248.85	101.16	-12.52	1357.005004	1	0	0	0	0
10866566	85823.875000	283.56	2.758120	-0.071826	0.713472	-0.640663	0.010642	-0.044697	289.09	3.94	1249.91	101.09	-12.53	1357.005004	1	0	0	0	0
10866576	85805.671875	283.56	2.475604	0.325611	0.928950	-0.648113	0.015963	-0.046825	288.99	3.94	1251.14	101.17	-12.50	1358.711425	1	0	0	0	0
10866586	85805.671875	283.56	2.681505	0.028730	1.489193	-0.634278	-0.001064	-0.044697	288.99	3.94	1252.06	100.96	-12.50	1358.711425	1	0	0	0	0
10866596	85784.281250	283.55	2.561795	0.229843	1.288080	-0.647048	0.002128	-0.046825	288.99	3.94	1253.25	101.01	-12.49	1360.716918	1	0	0	0	0
10866606	85787.468750	283.56	2.537853	0.110133	0.962469	-0.647048	-0.008513	-0.044697	289.04	3.93	1254.07	100.70	-12.47	1360.418090	1	0	0	0	0
10866616	85784.281250	283.55	2.585737	0.292092	0.938527	-0.649177	-0.013834	-0.044697	288.99	3.94	1254.75	100.27	-12.47	1360.716918	1	0	0	0	0
10866626	85751.062500	283.56	2.782062	-0.316034	1.489193	-0.651305	-0.023412	-0.043633	288.99	3.94	1256.04	100.42	-12.48	1363.832275	1	0	0	0	0
10866636	85751.062500	283.56	2.451662	0.354341	0.684741	-0.643856	-0.032990	-0.043633	288.84	3.94	1257.01	100.26	-12.46	1363.832275	1	0	0	0	0
10866646	85751.062500	283.56	2.461239	0.225054	1.015141	-0.650241	-0.025541	-0.043633	289.04	3.94	1257.74	99.87	-12.44	1363.832275	1	0	0	0	0
10866656	85732.859375	283.56	2.590526	0.086191	0.723048	-0.649177	-0.042569	-0.046825	288.99	3.94	1258.71	99.72	-12.43	1365.539916	1	0	0	0	0
10866666	85714.656250	283.56	2.571372	0.641646	1.043871	-0.640663	-0.045761	-0.042569	288.99	3.94	1259.86	99.75	-12.43	1367.247680	1	0	0	0	0
10866676	85732.859375	283.56	2.331952	0.148440	0.292092	-0.656626	-0.040440	-0.044697	289.04	3.94	1260.30	99.08	-12.40	1365.539916	1	0	0	0	0
10866686	85696.437500	283.56	2.614468	0.263362	0.560243	-0.651305	-0.053211	-0.043633	289.09	3.94	1261.47	99.14	-12.40	1368.957275	1	0	0	0	0
10866696	85696.437500	283.56	2.676717	-0.277727	0.876277	-0.648113	-0.050018	-0.045761	288.99	3.94	1262.36	98.91	-12.41	1368.957275	1	0	0	0	0
10866706	85678.234375	283.56	2.533065	0.339976	-0.301669	-0.642791	-0.048954	-0.039376	288.99	3.94	1263.44	98.88	-12.40	1370.665771	1	0	0	0	0
10866716	85678.234375	283.56	2.413355	0.612915	0.363918	-0.652369	-0.059596	-0.037247	288.99	3.94	1264.26	98.59	-12.38	1370.665771	1	0	0	0	0
10866726	85660.031250	283.56	2.533065	0.378283	1.072602	-0.652369	-0.048954	-0.038312	288.99	3.94	1265.30	98.52	-12.38	1372.374511	1	0	0	0	0
10866736	85641.828125	283.56	2.466027	0.502782	-0.622492	-0.639599	-0.058532	-0.037247	288.99	3.94	1266.50	98.61	-12.37	1374.083496	1	0	0	0	0
10866746	85641.828125	283.56	2.346317	0.603338	0.397437	-0.641727	-0.054275	-0.031926	288.99	3.94	1267.40	98.41	-12.35	1374.083496	1	0	0	0	0
10866756	85623.625000	283.56	2.604891	0.493205	1.039083	-0.636406	-0.052147	-0.027669	289.19	3.94	1268.51	98.40	-12.35	1375.792846	1	0	0	0	0
10866766	85605.421875	283.56	2.624045	0.349553	-0.775721	-0.637470	-0.064917	-0.023412	289.23	3.94	1269.76	98.54	-12.36	1377.502441	1	0	0	0	0
10866776	85602.234375	283.55	2.442085	0.598550	1.331176	-0.643856	-0.045761	-0.018091	288.99	3.94	1270.78	98.45	-12.35	1377.801879	1	0	0	0	0
10866786	85605.421875	283.56	2.561795	0.210689	-1.307234	-0.634278	-0.046825	-0.019156	289.09	3.94	1271.47	98.04	-12.35	1377.502441	1	0	0	0	0
10866796	85605.421875	283.56	2.284068	0.584185	0.296881	-0.635342	-0.052147	-0.010642	288.89	3.94	1271.98	97.46	-12.32	1377.502441	1	0	0	0	0
10866806	85569.015625	283.56	2.427720	0.220266	0.047884	-0.627892	-0.044697	-0.014899	288.84	3.94	1273.21	97.59	-12.32	1380.922607	1	0	0	0	0
10866816	85569.015625	283.56	2.466027	0.665588	-0.560243	-0.624700	-0.054275	-0.008513	288.84	3.94	1274.14	97.42	-12.31	1380.922607	1	0	0	0	0
10866826	85569.015625	283.56	2.394201	0.890643	1.101332	-0.632149	-0.042569	-0.001064	288.89	3.94	1274.84	97.03	-12.30	1380.922607	1	0	0	0	0
10866836	85550.812500	283.56	2.346317	0.507570	-1.125274	-0.619379	-0.040440	-0.002128	289.19	3.94	1275.78	96.89	-12.28	1382.633056	1	0	0	0	0
10866846	85532.593750	283.56	2.322375	0.727837	0.105344	-0.621507	-0.043633	0.004256	289.23	3.94	1276.92	96.93	-12.27	1384.345336	1	0	0	0	0
10866856	85532.593750	283.56	2.346317	0.368707	-0.167594	-0.626828	-0.028734	0.009578	288.99	3.94	1277.77	96.69	-12.26	1384.345336	1	0	0	0	0
10866866	85514.390625	283.56	2.461239	0.651222	-0.497993	-0.599158	-0.035119	0.007449	288.99	3.94	1278.83	96.66	-12.26	1386.056396	1	0	0	0	0
10866876	85514.390625	283.56	2.427720	0.981622	0.014365	-0.617250	-0.024477	0.021284	288.99	3.94	1279.63	96.38	-12.26	1386.056396	1	0	0	0	0
10866886	85477.984375	283.56	2.446874	0.105344	0.090979	-0.604479	-0.036183	0.018091	289.04	3.94	1281.08	96.73	-12.26	1389.479492	1	0	0	0	0
10866896	85477.984375	283.56	2.552218	0.301669	-0.191536	-0.616186	-0.028734	0.022348	288.74	3.94	1282.18	96.73	-12.27	1389.479492	1	0	0	0	0
10866906	85477.984375	283.56	2.379836	0.861912	-0.349553	-0.605544	-0.012770	0.024477	288.99	3.94	1283.00	96.47	-12.26	1389.479492	1	0	0	0	0
10866916	85459.781250	283.56	2.403778	-0.057460	-0.225054	-0.612993	-0.011706	0.021284	289.23	3.94	1284.04	96.42	-12.25	1391.191406	1	0	0	0	0
10866926	85456.609375	283.55	2.485181	0.555454	0.373495	-0.605544	-0.017027	0.034055	289.09	3.94	1284.89	96.19	-12.26	1391.489746	1	0	0	0	0
10866936	85459.781250	283.56	2.360682	0.172382	-0.292092	-0.591709	-0.020220	0.034055	289.09	3.94	1285.46	95.68	-12.25	1391.191406	1	0	0	0	0
10866946	85423.375000	283.56	2.317587	0.526724	0.986411	-0.598094	-0.013834	0.034055	289.19	3.94	1286.73	95.87	-12.23	1394.616333	1	0	0	0	0
10866956	85423.375000	283.56	2.432508	-0.086191	-0.497993	-0.590645	-0.021284	0.032990	289.04	3.94	1287.69	95.75	-12.23	1394.616333	1	0	0	0	0
10866966	85423.375000	283.56	2.269703	0.545877	-0.560243	-0.588516	-0.014899	0.037247	288.89	3.94	1288.41	95.40	-12.22	1394.616333	1	0	0	0	0
10866976	85405.171875	283.56	2.403778	0.359130	0.081402	-0.590645	-0.005321	0.037247	288.99	3.94	1289.37	95.28	-12.22	1396.329101	1	0	0	0	0
10866986	85386.968750	283.56	2.121262	0.277727	-0.512359	-0.589580	-0.008513	0.036183	288.99	3.94	1290.52	95.35	-12.19	1398.042358	1	0	0	0	0
10866996	85368.750000	283.56	2.336740	0.038307	0.033518	-0.585323	-0.002128	0.042569	288.99	3.94	1291.81	95.56	-12.19	1399.757202	1	0	0	0	0
10867006	85405.171875	283.56	2.173935	-0.239420	0.354341	-0.570424	-0.005321	0.036183	289.09	3.94	1291.93	94.63	-12.16	1396.329101	1	0	0	0	0
10867016	85368.750000	283.56	2.461239	-0.167594	-0.301669	-0.577874	-0.007449	0.038312	289.09	3.94	1292.86	94.49	-12.17	1399.757202	1	0	0	0	0
10867026	85350.546875	283.56	2.370259	0.081402	-0.177170	-0.577874	-0.007449	0.040440	288.99	3.94	1293.99	94.55	-12.17	1401.470947	1	0	0	0	0
10867036	85350.546875	283.56	2.485181	-0.047884	-0.043095	-0.570424	-0.004256	0.040440	288.89	3.94	1294.84	94.33	-12.18	1401.470947	1	0	0	0	0
10867046	85347.375000	283.55	2.284068	-0.023942	-0.043095	-0.578938	0.000000	0.037247	288.84	3.94	1295.55	93.99	-12.17	1401.769653	1	0	0	0	0
10867056	85332.343750	283.56	2.461239	-0.373495	-0.387860	-0.562975	0.004256	0.036183	288.99	3.94	1296.43	93.81	-12.18	1403.185058	1	0	0	0	0
10867066	85314.140625	283.56	2.370259	0.617704	0.138863	-0.568296	0.006385	0.039376	289.09	3.94	1297.52	93.83	-12.18	1404.899414	1	0	0	0	0
10867076	85314.140625	283.56	2.236184	-0.268150	0.071826	-0.564039	0.008513	0.041504	289.04	3.94	1298.34	93.59	-12.17	1404.899414	1	0	0	0	0
10867086	85277.734375	283.56	2.379836	-0.430956	-0.517147	-0.558718	0.007449	0.035119	288.84	3.94	1299.80	93.99	-12.17	1408.328979	1	0	0	0	0
10867096	85277.734375	283.56	2.279279	-0.282515	-0.172382	-0.558718	0.011706	0.032990	288.84	3.94	1300.91	94.03	-12.16	1408.328979	1	0	0	0	0
10867106	85277.734375	283.56	2.341529	0.440533	0.541089	-0.565103	0.013834	0.036183	289.09	3.94	1301.74	93.80	-12.16	1408.328979	1	0	0	0	0
10867116	85277.734375	283.56	2.604891	-0.703895	-0.229843	-0.553397	0.011706	0.037247	289.09	3.94	1302.36	93.37	-12.18	1408.328979	1	0	0	0	0
10867126	85259.531250	283.56	2.413355	-0.545877	0.239420	-0.560846	0.018091	0.028734	289.19	3.94	1303.25	93.20	-12.19	1410.044189	1	0	0	0	0
10867136	85241.328125	283.56	2.121262	0.507570	-0.612915	-0.552332	0.019156	0.035119	288.74	3.94	1304.34	93.24	-12.16	1411.759643	1	0	0	0	0
10867146	85223.125000	283.56	2.499546	-0.708683	0.210689	-0.550204	0.024477	0.029798	288.84	3.94	1305.59	93.43	-12.18	1413.475463	1	0	0	0	0
10867156	85219.953125	283.55	2.159569	-0.081402	-0.019153	-0.544883	0.017027	0.024477	288.99	3.94	1306.61	93.39	-12.16	1413.774536	1	0	0	0	0
10867166	85204.906250	283.56	2.398990	0.196324	0.737414	-0.545947	0.025541	0.029798	288.89	3.94	1307.72	93.44	-12.16	1415.193115	1	0	0	0	0
10867176	85186.703125	283.56	2.389413	-1.096544	-0.493205	-0.542754	0.017027	0.022348	289.09	3.94	1308.99	93.64	-12.16	1416.909545	1	0	0	0	0
10867186	85201.750000	283.55	2.193088	0.100556	0.287304	-0.545947	0.025541	0.020220	289.09	3.94	1309.58	93.19	-12.15	1415.490722	1	0	0	0	0
10867196	85168.500000	283.56	2.197877	-0.004788	-0.292092	-0.541690	0.020220	0.026605	288.84	3.94	1310.81	93.36	-12.13	1418.626220	1	0	0	0	0
10867206	85168.500000	283.56	2.092532	-0.842759	-0.679953	-0.540626	0.026605	0.013834	289.09	3.94	1311.73	93.23	-12.11	1418.626220	1	0	0	0	0
10867216	85168.500000	283.56	2.360682	0.454898	0.019153	-0.542754	0.031926	0.023412	288.74	3.94	1312.42	92.87	-12.12	1418.626220	1	0	0	0	0
10867226	85150.296875	283.56	2.245761	-0.670376	0.004788	-0.534241	0.030862	0.019156	289.04	3.94	1313.37	92.77	-12.11	1420.343261	1	0	0	0	0
10867236	85132.093750	283.56	2.154781	-0.263362	-0.205901	-0.536369	0.036183	0.018091	289.23	3.94	1314.51	92.85	-12.10	1422.060546	1	0	0	0	0
10867246	85132.093750	283.56	2.164358	-0.038307	-0.239420	-0.532112	0.043633	0.017027	288.99	3.94	1315.36	92.66	-12.08	1422.060546	1	0	0	0	0
10867256	85132.093750	283.56	2.403778	-0.727837	0.502782	-0.528919	0.039376	0.013834	288.84	3.94	1316.00	92.26	-12.09	1422.060546	1	0	0	0	0
10867266	85132.093750	283.56	2.255337	0.148440	-0.162805	-0.531048	0.040440	0.017027	288.84	3.94	1316.48	91.71	-12.09	1422.060546	1	0	0	0	0
10867276	85110.734375	283.55	2.030282	0.014365	0.526724	-0.534241	0.052147	0.015963	288.99	3.94	1317.33	91.53	-12.06	1424.076049	1	0	0	0	0
10867286	85092.515625	283.55	2.245761	-0.703895	-0.440533	-0.527855	0.040440	0.012770	288.84	3.94	1318.40	91.56	-12.06	1425.795410	1	0	0	0	0
10867296	85092.515625	283.55	2.106897	0.057460	-0.071826	-0.526791	0.052147	0.014899	289.09	3.94	1319.21	91.33	-12.05	1425.795410	1	0	0	0	0
10867306	85077.484375	283.56	2.226607	-0.526724	0.172382	-0.526791	0.047890	0.010642	288.89	3.94	1320.16	91.25	-12.05	1427.214233	1	0	0	0	0
10867316	85059.281250	283.56	2.145204	-0.392649	0.220266	-0.526791	0.052147	0.004256	288.99	3.94	1321.31	91.36	-12.04	1428.932739	1	0	0	0	0
10867326	85041.062500	283.56	2.025494	-0.167594	-0.196324	-0.529984	0.044697	0.004256	289.04	3.94	1322.59	91.61	-12.02	1430.653076	1	0	0	0	0
10867336	85041.062500	283.56	2.274491	-0.110133	0.138863	-0.521470	0.050018	0.004256	288.99	3.94	1323.56	91.54	-12.02	1430.653076	1	0	0	0	0
10867346	85022.859375	283.56	2.087743	-0.162805	0.383072	-0.528919	0.046825	0.002128	289.04	3.94	1324.72	91.65	-12.01	1432.372070	1	0	0	0	0
10867356	85022.859375	283.56	2.154781	-0.335188	0.052672	-0.519341	0.047890	0.000000	289.04	3.94	1325.59	91.49	-12.01	1432.372070	1	0	0	0	0
10867366	85022.859375	283.56	2.159569	-0.210689	0.344765	-0.519341	0.045761	0.002128	289.04	3.94	1326.24	91.11	-12.00	1432.372070	1	0	0	0	0
10867376	85004.656250	283.56	1.972822	-0.138863	0.272938	-0.520406	0.042569	0.002128	288.84	3.94	1327.15	91.00	-11.98	1434.091552	1	0	0	0	0
10867386	84986.453125	283.56	2.140416	-0.162805	0.790086	-0.525727	0.036183	0.001064	289.09	3.94	1328.27	91.08	-11.98	1435.811157	1	0	0	0	0
10867396	85004.656250	283.56	1.972822	-0.134075	0.368707	-0.521470	0.038312	0.002128	288.99	3.94	1328.68	90.47	-11.96	1434.091552	1	0	0	0	0
10867406	84986.453125	283.56	2.346317	0.043095	0.550666	-0.523598	0.029798	0.000000	289.09	3.94	1329.41	90.18	-11.97	1435.811157	1	0	0	0	0
10867416	84965.093750	283.55	2.193088	-0.459686	0.995987	-0.519341	0.027669	-0.002128	289.09	3.94	1330.46	90.21	-11.98	1437.829467	1	0	0	0	0
10867426	84965.093750	283.55	2.197877	-0.368707	0.488417	-0.521470	0.027669	-0.004256	288.99	3.94	1331.25	89.98	-11.98	1437.829467	1	0	0	0	0
10867436	84950.046875	283.56	1.958456	-0.210689	0.090979	-0.520406	0.027669	-0.006385	288.99	3.94	1332.19	89.90	-11.96	1439.251464	1	0	0	0	0
10867446	84946.890625	283.55	2.054224	-0.196324	-0.162805	-0.522534	0.028734	-0.007449	289.04	3.94	1332.97	89.67	-11.95	1439.549804	1	0	0	0	0
10867456	84931.843750	283.56	2.149993	-0.244208	0.402225	-0.516149	0.021284	-0.010642	288.89	3.94	1333.91	89.59	-11.95	1440.972045	1	0	0	0	0
10867466	84910.484375	283.55	2.015917	0.014365	0.445321	-0.520406	0.021284	-0.008513	289.04	3.94	1335.12	89.78	-11.94	1442.991333	1	0	0	0	0
10867476	84913.640625	283.56	2.193088	-0.306457	0.201112	-0.521470	0.023412	-0.011706	288.74	3.94	1335.96	89.60	-11.94	1442.692871	1	0	0	0	0
10867486	84895.437500	283.56	2.001552	-0.330399	0.062249	-0.519341	0.018091	-0.014899	289.04	3.94	1337.01	89.63	-11.93	1444.414062	1	0	0	0	0
10867496	84895.437500	283.56	2.202665	0.531512	1.283292	-0.521470	0.021284	-0.011706	288.99	3.94	1337.80	89.41	-11.94	1444.414062	1	0	0	0	0
10867506	84877.218750	283.56	2.102108	-0.632069	0.095768	-0.515084	0.013834	-0.013834	288.74	3.94	1338.82	89.42	-11.93	1446.137084	1	0	0	0	0
10867516	84859.015625	283.56	2.169146	-0.076614	0.234631	-0.517213	0.023412	-0.014899	288.89	3.94	1340.02	89.59	-11.94	1447.858886	1	0	0	0	0
10867526	84859.015625	283.56	2.054224	0.158017	0.138863	-0.516149	0.024477	-0.010642	288.89	3.94	1340.92	89.48	-11.93	1447.858886	1	0	0	0	0
10867536	84855.875000	283.55	2.082955	-0.129286	0.507570	-0.517213	0.008513	-0.014899	288.89	3.94	1341.67	89.22	-11.93	1448.155883	1	0	0	0	0
10867546	84840.812500	283.56	1.934514	0.138863	0.809240	-0.515084	0.013834	-0.010642	288.99	3.94	1342.58	89.12	-11.91	1449.580932	1	0	0	0	0
10867556	84822.609375	283.56	1.924938	-0.038307	0.004788	-0.518277	0.010642	-0.011706	288.84	3.94	1343.70	89.22	-11.89	1451.303344	1	0	0	0	0
10867566	84840.812500	283.56	2.360682	-0.153228	1.244984	-0.510828	0.002128	-0.013834	288.99	3.94	1344.11	88.64	-11.92	1449.580932	1	0	0	0	0
10867576	84822.609375	283.56	1.886630	0.277727	0.502782	-0.517213	0.000000	-0.009578	288.84	3.94	1344.84	88.37	-11.89	1451.303344	1	0	0	0	0
10867586	84804.406250	283.56	1.963245	-0.713472	0.119710	-0.516149	-0.002128	-0.012770	288.84	3.94	1345.82	88.34	-11.88	1453.026000	1	0	0	0	0
10867596	84801.250000	283.55	1.848323	0.215478	0.493205	-0.515084	-0.004256	-0.014899	288.89	3.94	1346.63	88.15	-11.86	1453.324707	1	0	0	0	0
10867606	84801.250000	283.55	1.991975	-0.272938	-0.057460	-0.512956	-0.005321	-0.014899	288.99	3.94	1347.23	87.77	-11.85	1453.324707	1	0	0	0	0
10867616	84783.046875	283.55	2.030282	-0.225054	0.373495	-0.512956	-0.008513	-0.020220	288.89	3.94	1348.11	87.65	-11.85	1455.047729	1	0	0	0	0
10867626	84764.843750	283.55	2.169146	0.162805	0.689530	-0.510828	-0.003192	-0.014899	288.99	3.94	1349.20	87.74	-11.86	1456.771118	1	0	0	0	0
10867636	84768.000000	283.56	2.015917	-0.067037	-0.234631	-0.515084	-0.003192	-0.017027	289.04	3.94	1349.95	87.49	-11.86	1456.472290	1	0	0	0	0
10867646	84768.000000	283.56	1.929726	-0.023942	0.545877	-0.507635	-0.002128	-0.015963	289.04	3.94	1350.50	87.07	-11.84	1456.472290	1	0	0	0	0
10867656	84749.796875	283.56	1.838746	0.287304	-0.632069	-0.510828	0.003192	-0.014899	289.19	3.94	1351.35	86.92	-11.82	1458.195800	1	0	0	0	0
10867666	84731.593750	283.56	1.843535	0.445321	0.047884	-0.508699	0.006385	-0.012770	289.09	3.94	1352.41	87.00	-11.81	1459.919677	1	0	0	0	0
10867676	84731.593750	283.56	2.020706	-0.043095	0.665588	-0.507635	0.001064	-0.011706	289.09	3.94	1353.21	86.81	-11.81	1459.919677	1	0	0	0	0
10867686	84710.234375	283.55	2.006340	0.574608	0.426167	-0.504442	0.000000	-0.006385	288.74	3.94	1354.31	86.92	-11.81	1461.942871	1	0	0	0	0
10867696	84713.375000	283.56	2.092532	-0.033518	0.014365	-0.500185	-0.003192	-0.005321	288.84	3.94	1355.07	86.69	-11.82	1461.645385	1	0	0	0	0
10867706	84710.234375	283.55	1.675941	-0.067037	0.354341	-0.510828	0.001064	-0.003192	289.09	3.94	1355.70	86.35	-11.78	1461.942871	1	0	0	0	0
10867716	84692.031250	283.55	2.274491	0.220266	0.215478	-0.496993	-0.004256	-0.003192	288.99	3.94	1356.61	86.27	-11.81	1463.667358	1	0	0	0	0
10867726	84676.968750	283.56	2.073378	-0.225054	0.263362	-0.507635	-0.001064	-0.003192	288.84	3.94	1357.65	86.32	-11.82	1465.094604	1	0	0	0	0
10867736	84673.828125	283.55	1.939303	0.330399	0.411802	-0.502314	0.001064	-0.001064	288.84	3.94	1358.50	86.20	-11.81	1465.392211	1	0	0	0	0
10867746	84676.968750	283.56	1.872265	-0.119710	0.402225	-0.507635	-0.003192	-0.001064	288.70	3.94	1359.06	85.79	-11.80	1465.094604	1	0	0	0	0
10867756	84676.968750	283.56	1.891419	0.459686	0.119710	-0.495928	-0.005321	-0.001064	288.99	3.94	1359.48	85.25	-11.79	1465.094604	1	0	0	0	0
10867766	84640.562500	283.56	1.934514	0.148440	0.584185	-0.502314	-0.001064	0.002128	289.04	3.94	1360.66	85.44	-11.78	1468.545043	1	0	0	0	0
10867776	84655.625000	283.55	1.915361	0.014365	0.306457	-0.500185	-0.010642	0.000000	288.84	3.94	1361.18	85.01	-11.77	1467.117309	1	0	0	0	0
